# fieldmap
#x y z t Bx By Bz Ex Ey Ez
-520 -410 -40 0 0.0978068 0.0771169 -0.415278 0 0 0 
-520 -410 -30 0 0.0745696 0.0587952 -0.425363 0 0 0 
-520 -410 -20 0 0.0502834 0.0396465 -0.432684 0 0 0 
-520 -410 -10 0 0.0253251 0.0199679 -0.437254 0 0 0 
-520 -410 0 0 0 0 -0.438965 0 0 0 
-520 -410 10 0 -0.0253251 -0.0199679 -0.437254 0 0 0 
-520 -410 20 0 -0.0502834 -0.0396465 -0.432684 0 0 0 
-520 -410 30 0 -0.0745696 -0.0587952 -0.425363 0 0 0 
-520 -410 40 0 -0.0978068 -0.0771169 -0.415278 0 0 0 
-520 -410 50 0 -0.119666 -0.0943522 -0.402643 0 0 0 
-520 -410 60 0 -0.140055 -0.110428 -0.387986 0 0 0 
-520 -410 70 0 -0.158819 -0.125223 -0.371603 0 0 0 
-520 -410 80 0 -0.175571 -0.138431 -0.353633 0 0 0 
-520 -410 90 0 -0.19047 -0.150178 -0.33461 0 0 0 
-520 -410 100 0 -0.203549 -0.160491 -0.314868 0 0 0 
-520 -400 -100 0 0.217433 0.167257 -0.324414 0 0 0 
-520 -400 -90 0 0.203819 0.156784 -0.345694 0 0 0 
-520 -400 -80 0 0.188192 0.144763 -0.366265 0 0 0 
-520 -400 -70 0 0.170504 0.131157 -0.385759 0 0 0 
-520 -400 -60 0 0.150568 0.115822 -0.403586 0 0 0 
-520 -400 -50 0 0.128809 0.0990837 -0.419573 0 0 0 
-520 -400 -40 0 0.105393 0.0810716 -0.433384 0 0 0 
-520 -400 -30 0 0.0804209 0.0618623 -0.444428 0 0 0 
-520 -400 -20 0 0.054261 0.0417392 -0.452455 0 0 0 
-520 -400 -10 0 0.0273388 0.0210298 -0.457471 0 0 0 
-520 -400 0 0 0 0 -0.45935 0 0 0 
-520 -400 10 0 -0.0273388 -0.0210298 -0.457471 0 0 0 
-520 -400 20 0 -0.054261 -0.0417392 -0.452455 0 0 0 
-520 -400 30 0 -0.0804209 -0.0618623 -0.444428 0 0 0 
-520 -400 40 0 -0.105393 -0.0810716 -0.433384 0 0 0 
-520 -400 50 0 -0.128809 -0.0990837 -0.419573 0 0 0 
-520 -400 60 0 -0.150568 -0.115822 -0.403586 0 0 0 
-520 -400 70 0 -0.170504 -0.131157 -0.385759 0 0 0 
-520 -400 80 0 -0.188192 -0.144763 -0.366265 0 0 0 
-520 -400 90 0 -0.203819 -0.156784 -0.345694 0 0 0 
-520 -400 100 0 -0.217433 -0.167257 -0.324414 0 0 0 
-520 -390 -100 0 0.232478 0.174358 -0.3341 0 0 0 
-520 -390 -90 0 0.218341 0.163755 -0.357073 0 0 0 
-520 -390 -80 0 0.201973 0.15148 -0.379359 0 0 0 
-520 -390 -70 0 0.18331 0.137482 -0.40055 0 0 0 
-520 -390 -60 0 0.162126 0.121594 -0.419998 0 0 0 
-520 -390 -50 0 0.138888 0.104166 -0.437486 0 0 0 
-520 -390 -40 0 0.113777 0.0853325 -0.452629 0 0 0 
-520 -390 -30 0 0.0868994 0.0651745 -0.464762 0 0 0 
-520 -390 -20 0 0.0586706 0.044003 -0.473596 0 0 0 
-520 -390 -10 0 0.029573 0.0221797 -0.47912 0 0 0 
-520 -390 0 0 0 0 -0.481191 0 0 0 
-520 -390 10 0 -0.029573 -0.0221797 -0.47912 0 0 0 
-520 -390 20 0 -0.0586706 -0.044003 -0.473596 0 0 0 
-520 -390 30 0 -0.0868994 -0.0651745 -0.464762 0 0 0 
-520 -390 40 0 -0.113777 -0.0853325 -0.452629 0 0 0 
-520 -390 50 0 -0.138888 -0.104166 -0.437486 0 0 0 
-520 -390 60 0 -0.162126 -0.121594 -0.419998 0 0 0 
-520 -390 70 0 -0.18331 -0.137482 -0.40055 0 0 0 
-520 -390 80 0 -0.201973 -0.15148 -0.379359 0 0 0 
-520 -390 90 0 -0.218341 -0.163755 -0.357073 0 0 0 
-520 -390 100 0 -0.232478 -0.174358 -0.3341 0 0 0 
-520 -380 -100 0 0.2485 0.181596 -0.343822 0 0 0 
-520 -380 -90 0 0.233858 0.170896 -0.368611 0 0 0 
-520 -380 -80 0 0.216748 0.158393 -0.392748 0 0 0 
-520 -380 -70 0 0.19708 0.14402 -0.415784 0 0 0 
-520 -380 -60 0 0.174588 0.127584 -0.437002 0 0 0 
-520 -380 -50 0 0.149782 0.109456 -0.456135 0 0 0 
-520 -380 -40 0 0.122857 0.0897803 -0.472743 0 0 0 
-520 -380 -30 0 0.0939279 0.0686396 -0.486081 0 0 0 
-520 -380 -20 0 0.0634601 0.0463747 -0.495807 0 0 0 
-520 -380 -10 0 0.0320014 0.0233856 -0.501895 0 0 0 
-520 -380 0 0 0 0 -0.504178 0 0 0 
-520 -380 10 0 -0.0320014 -0.0233856 -0.501895 0 0 0 
-520 -380 20 0 -0.0634601 -0.0463747 -0.495807 0 0 0 
-520 -380 30 0 -0.0939279 -0.0686396 -0.486081 0 0 0 
-520 -380 40 0 -0.122857 -0.0897803 -0.472743 0 0 0 
-520 -380 50 0 -0.149782 -0.109456 -0.456135 0 0 0 
-520 -380 60 0 -0.174588 -0.127584 -0.437002 0 0 0 
-520 -380 70 0 -0.19708 -0.14402 -0.415784 0 0 0 
-520 -380 80 0 -0.216748 -0.158393 -0.392748 0 0 0 
-520 -380 90 0 -0.233858 -0.170896 -0.368611 0 0 0 
-520 -380 100 0 -0.2485 -0.181596 -0.343822 0 0 0 
-520 -370 -100 0 0.265464 0.188888 -0.353534 0 0 0 
-520 -370 -90 0 0.250343 0.178128 -0.380256 0 0 0 
-520 -370 -80 0 0.232493 0.165428 -0.406376 0 0 0 
-520 -370 -70 0 0.211798 0.150702 -0.431396 0 0 0 
-520 -370 -60 0 0.187943 0.133728 -0.454531 0 0 0 
-520 -370 -50 0 0.161483 0.114901 -0.475452 0 0 0 
-520 -370 -40 0 0.13263 0.0943713 -0.493659 0 0 0 
-520 -370 -30 0 0.101504 0.0722238 -0.508313 0 0 0 
-520 -370 -20 0 0.0686281 0.0488315 -0.519017 0 0 0 
-520 -370 -10 0 0.0346235 0.024636 -0.525725 0 0 0 
-520 -370 0 0 0 0 -0.528241 0 0 0 
-520 -370 10 0 -0.0346235 -0.024636 -0.525725 0 0 0 
-520 -370 20 0 -0.0686281 -0.0488315 -0.519017 0 0 0 
-520 -370 30 0 -0.101504 -0.0722238 -0.508313 0 0 0 
-520 -370 40 0 -0.13263 -0.0943713 -0.493659 0 0 0 
-520 -370 50 0 -0.161483 -0.114901 -0.475452 0 0 0 
-520 -370 60 0 -0.187943 -0.133728 -0.454531 0 0 0 
-520 -370 70 0 -0.211798 -0.150702 -0.431396 0 0 0 
