# fieldmap
#x y z t Bx By Bz Ex Ey Ez
-520 -400 40 0 -0.294011 0.0283288 -0.337663 0 0 0 
-520 -400 50 0 -0.306457 0.0113382 -0.322212 0 0 0 
-520 -400 60 0 -0.31698 -0.00462303 -0.305746 0 0 0 
-520 -400 70 0 -0.325668 -0.0194856 -0.288552 0 0 0 
-520 -400 80 0 -0.332586 -0.0331884 -0.270877 0 0 0 
-520 -400 90 0 -0.337821 -0.0456991 -0.252951 0 0 0 
-520 -400 100 0 -0.341482 -0.0570108 -0.234978 0 0 0 
-520 -390 -100 0 0.0152102 0.281199 -0.352708 0 0 0 
-520 -390 -90 0 -0.00689192 0.271399 -0.367903 0 0 0 
-520 -390 -80 0 -0.0303195 0.259692 -0.381337 0 0 0 
-520 -390 -70 0 -0.0547744 0.246279 -0.392846 0 0 0 
-520 -390 -60 0 -0.079985 0.231257 -0.402171 0 0 0 
-520 -390 -50 0 -0.105647 0.214764 -0.409092 0 0 0 
-520 -390 -40 0 -0.131431 0.196978 -0.413439 0 0 0 
-520 -390 -30 0 -0.156997 0.178114 -0.415104 0 0 0 
-520 -390 -20 0 -0.182005 0.158417 -0.414039 0 0 0 
-520 -390 -10 0 -0.206125 0.13815 -0.410268 0 0 0 
-520 -390 0 0 -0.229056 0.117587 -0.403875 0 0 0 
-520 -390 10 0 -0.250415 0.0970116 -0.394907 0 0 0 
-520 -390 20 0 -0.270129 0.0766919 -0.38373 0 0 0 
-520 -390 30 0 -0.28797 0.0568715 -0.370533 0 0 0 
-520 -390 40 0 -0.30382 0.0377697 -0.355597 0 0 0 
-520 -390 50 0 -0.317611 0.0195724 -0.339221 0 0 0 
-520 -390 60 0 -0.329327 0.00242955 -0.321709 0 0 0 
-520 -390 70 0 -0.338998 -0.0135464 -0.303359 0 0 0 
-520 -390 80 0 -0.34669 -0.028279 -0.284456 0 0 0 
-520 -390 90 0 -0.352502 -0.0417258 -0.265261 0 0 0 
-520 -390 100 0 -0.356478 -0.0538164 -0.246024 0 0 0 
-520 -380 -100 0 0.0320305 0.300139 -0.361472 0 0 0 
-520 -380 -90 0 0.00877468 0.290631 -0.378278 0 0 0 
-520 -380 -80 0 -0.0159354 0.279304 -0.393513 0 0 0 
-520 -380 -70 0 -0.0419005 0.266179 -0.406882 0 0 0 
-520 -380 -60 0 -0.0688765 0.25123 -0.417985 0 0 0 
-520 -380 -50 0 -0.0965346 0.234582 -0.426547 0 0 0 
-520 -380 -40 0 -0.124511 0.216407 -0.432347 0 0 0 
-520 -380 -30 0 -0.152337 0.196841 -0.435021 0 0 0 
-520 -380 -20 0 -0.179642 0.176256 -0.434669 0 0 0 
-520 -380 -10 0 -0.206054 0.154953 -0.431324 0 0 0 
-520 -380 0 0 -0.231219 0.133238 -0.42507 0 0 0 
-520 -380 10 0 -0.254823 0.111416 -0.416062 0 0 0 
-520 -380 20 0 -0.276601 0.089786 -0.404519 0 0 0 
-520 -380 30 0 -0.296343 0.0686254 -0.390711 0 0 0 
-520 -380 40 0 -0.313902 0.0481839 -0.374947 0 0 0 
-520 -380 50 0 -0.329193 0.0286751 -0.357559 0 0 0 
-520 -380 60 0 -0.342051 0.0103373 -0.338851 0 0 0 
-520 -380 70 0 -0.352585 -0.00671788 -0.319216 0 0 0 
-520 -380 80 0 -0.360944 -0.0224352 -0.298993 0 0 0 
-520 -380 90 0 -0.367268 -0.0367866 -0.278472 0 0 0 
-520 -380 100 0 -0.371657 -0.0497384 -0.257906 0 0 0 
-520 -370 -100 0 0.0510485 0.319743 -0.369662 0 0 0 
-520 -370 -90 0 0.0268319 0.311059 -0.388576 0 0 0 
-520 -370 -80 0 0.000823918 0.300292 -0.405876 0 0 0 
-520 -370 -70 0 -0.0267883 0.287261 -0.420982 0 0 0 
-520 -370 -60 0 -0.0556046 0.27222 -0.433688 0 0 0 
-520 -370 -50 0 -0.0852835 0.255421 -0.443879 0 0 0 
-520 -370 -40 0 -0.115463 0.236879 -0.451111 0 0 0 
-520 -370 -30 0 -0.14571 0.216815 -0.45518 0 0 0 
-520 -370 -20 0 -0.175578 0.195504 -0.455966 0 0 0 
-520 -370 -10 0 -0.204626 0.173253 -0.45344 0 0 0 
-520 -370 0 0 -0.232434 0.150396 -0.447661 0 0 0 
-520 -370 10 0 -0.25862 0.127277 -0.438778 0 0 0 
-520 -370 20 0 -0.282686 0.104253 -0.42687 0 0 0 
-520 -370 30 0 -0.304473 0.0816715 -0.412378 0 0 0 
-520 -370 40 0 -0.32385 0.0598201 -0.395695 0 0 0 
-520 -370 50 0 -0.340712 0.0389441 -0.377195 0 0 0 
-520 -370 60 0 -0.355024 0.0192436 -0.357265 0 0 0 
-520 -370 70 0 -0.366814 0.000870827 -0.336287 0 0 0 
-520 -370 80 0 -0.376164 -0.0160693 -0.314623 0 0 0 
-520 -370 90 0 -0.383197 -0.0315163 -0.292609 0 0 0 
-520 -370 100 0 -0.388071 -0.0454494 -0.270541 0 0 0 
-520 -360 -100 0 0.0722445 0.339566 -0.376871 0 0 0 
-520 -360 -90 0 0.0470926 0.331714 -0.397888 0 0 0 
-520 -360 -80 0 0.0198426 0.321607 -0.417317 0 0 0 
-520 -360 -70 0 -0.00926847 0.309217 -0.434722 0 0 0 
-520 -360 -60 0 -0.0399295 0.294575 -0.449681 0 0 0 
-520 -360 -50 0 -0.0717622 0.277779 -0.461812 0 0 0 
-520 -360 -40 0 -0.104332 0.258992 -0.470789 0 0 0 
-520 -360 -30 0 -0.137162 0.238438 -0.47636 0 0 0 
-520 -360 -20 0 -0.169665 0.216311 -0.478148 0 0 0 
-520 -360 -10 0 -0.201426 0.193091 -0.476393 0 0 0 
-520 -360 0 0 -0.231926 0.169091 -0.471035 0 0 0 
-520 -360 10 0 -0.260722 0.144691 -0.462223 0 0 0 
-520 -360 20 0 -0.287427 0.120273 -0.450194 0 0 0 
-520 -360 30 0 -0.311728 0.096202 -0.435269 0 0 0 
